subj,prop,bucket,step,exposures,gold,gold_logprob,winning_decoy,winning_decoy_logprob,correct
Witness,composer,high,60000,38,Maurice Jarre,-4.257863521575928,Pankaj Mullick,-4.036797523498535,False
Witness,composer,high,70000,43,Maurice Jarre,-2.6273882389068604,Pankaj Mullick,-3.9432473182678223,True
Witness,composer,high,80000,50,Maurice Jarre,-4.47848653793335,Alan Menken,-4.03893518447876,False
Witness,composer,high,90000,56,Maurice Jarre,-3.8850584030151367,Alan Menken,-3.908271551132202,True
Witness,composer,high,100000,60,Maurice Jarre,-3.2591331005096436,Alan Menken,-3.8732049465179443,True
Witness,composer,high,109672,70,Maurice Jarre,-4.023685455322266,Alan Menken,-3.8027217388153076,False
A.I. Artificial Intelligence,director,high,0,0,Steven Spielberg,-12.05453109741211,Paul Feig,-11.566139221191406,False
A.I. Artificial Intelligence,director,high,10000,11,Steven Spielberg,-5.165694236755371,Paul Feig,-5.381480693817139,True
A.I. Artificial Intelligence,director,high,20000,20,Steven Spielberg,-4.888303756713867,Paul Feig,-5.371972560882568,True
A.I. Artificial Intelligence,director,high,30000,32,Steven Spielberg,-4.204363822937012,Christy Cabanne,-4.600295543670654,True
A.I. Artificial Intelligence,director,high,40000,46,Steven Spielberg,-3.7878963947296143,Christy Cabanne,-4.889695167541504,True
A.I. Artificial Intelligence,director,high,50000,65,Steven Spielberg,-4.5816168785095215,Paul Feig,-4.694696426391602,True
A.I. Artificial Intelligence,director,high,60000,79,Steven Spielberg,-6.038304328918457,Paul Feig,-4.2306904792785645,False
A.I. Artificial Intelligence,director,high,70000,86,Steven Spielberg,-6.376891613006592,Paul Feig,-5.227172374725342,False
A.I. Artificial Intelligence,director,high,80000,95,Steven Spielberg,-4.296080112457275,Paul Feig,-4.677985191345215,True
A.I. Artificial Intelligence,director,high,90000,109,Steven Spielberg,-4.603260040283203,Paul Feig,-4.423830986022949,False
A.I. Artificial Intelligence,director,high,100000,121,Steven Spielberg,-4.257168292999268,Paul Feig,-4.307345867156982,True
A.I. Artificial Intelligence,director,high,109672,128,Steven Spielberg,-4.530305862426758,Paul Feig,-4.341622829437256,False
L. Ron Hubbard,religion,high,0,0,Scientology,-11.841399192810059,Celtic Christianity,-12.362147331237793,True
L. Ron Hubbard,religion,high,10000,65,Scientology,-9.597769737243652,Celtic Christianity,-5.737526893615723,False
L. Ron Hubbard,religion,high,20000,139,Scientology,-10.6891450881958,Celtic Christianity,-6.081065654754639,False
L. Ron Hubbard,religion,high,30000,213,Scientology,-9.297224998474121,Celtic Christianity,-6.560415267944336,False
L. Ron Hubbard,religion,high,40000,281,Scientology,-8.299116134643555,Celtic Christianity,-5.356684684753418,False
L. Ron Hubbard,religion,high,50000,342,Scientology,-9.701021194458008,Celtic Christianity,-6.77956485748291,False
L. Ron Hubbard,religion,high,60000,408,Scientology,-11.005891799926758,Celtic Christianity,-7.743356227874756,False
L. Ron Hubbard,religion,high,70000,471,Scientology,-10.134767532348633,Celtic Christianity,-6.447935104370117,False
L. Ron Hubbard,religion,high,80000,546,Scientology,-8.974088668823242,Celtic Christianity,-6.110252380371094,False
L. Ron Hubbard,religion,high,90000,610,Scientology,-7.586756706237793,Celtic Christianity,-5.76254415512085,False
L. Ron Hubbard,religion,high,100000,674,Scientology,-8.736832618713379,Celtic Christianity,-6.53651237487793,False
L. Ron Hubbard,religion,high,109672,744,Scientology,-7.323817729949951,Celtic Christianity,-6.068137168884277,False
A.I. Artificial Intelligence,screenwriter,high,0,0,Ian Watson,-11.625276565551758,Anne Fontaine,-11.313278198242188,False
A.I. Artificial Intelligence,screenwriter,high,10000,11,Ian Watson,-7.914160251617432,Anne Fontaine,-5.703830718994141,False
A.I. Artificial Intelligence,screenwriter,high,20000,20,Ian Watson,-7.681297302246094,Anne Fontaine,-5.407731533050537,False
A.I. Artificial Intelligence,screenwriter,high,30000,32,Ian Watson,-6.297677040100098,Anne Fontaine,-5.194629192352295,False
A.I. Artificial Intelligence,screenwriter,high,40000,46,Ian Watson,-8.938177108764648,R. Parthiepan,-6.584802150726318,False
A.I. Artificial Intelligence,screenwriter,high,50000,65,Ian Watson,-6.868976593017578,R. Parthiepan,-5.213257312774658,False
A.I. Artificial Intelligence,screenwriter,high,60000,79,Ian Watson,-6.475071907043457,Anne Fontaine,-5.207769393920898,False
A.I. Artificial Intelligence,screenwriter,high,70000,86,Ian Watson,-6.3224873542785645,R. Parthiepan,-5.135221004486084,False
A.I. Artificial Intelligence,screenwriter,high,80000,95,Ian Watson,-6.808019638061523,Anne Fontaine,-5.535884857177734,False
A.I. Artificial Intelligence,screenwriter,high,90000,109,Ian Watson,-5.945069313049316,Anne Fontaine,-5.368860721588135,False
A.I. Artificial Intelligence,screenwriter,high,100000,121,Ian Watson,-7.156991958618164,Anne Fontaine,-5.6842570304870605,False
A.I. Artificial Intelligence,screenwriter,high,109672,128,Ian Watson,-6.258666038513184,Anne Fontaine,-4.990788459777832,False
Live Your Life,composer,high,0,0,T.I.,-11.47077465057373,Michael Tippett,-11.574625015258789,True
Live Your Life,composer,high,10000,3,T.I.,-4.6334919929504395,Michael Tippett,-3.9242541790008545,False
Live Your Life,composer,high,20000,6,T.I.,-4.430557727813721,Michael Tippett,-3.013526678085327,False
Live Your Life,composer,high,30000,8,T.I.,-4.276912212371826,Michael Tippett,-2.5827999114990234,False
Live Your Life,composer,high,40000,9,T.I.,-4.544544696807861,Michael Tippett,-2.911383867263794,False
Live Your Life,composer,high,50000,14,T.I.,-4.8986029624938965,Michael Tippett,-2.793757200241089,False
Live Your Life,composer,high,60000,17,T.I.,-3.9969520568847656,Michael Tippett,-2.8737263679504395,False
Live Your Life,composer,high,70000,18,T.I.,-4.315082550048828,Michael Tippett,-3.0884785652160645,False
Live Your Life,composer,high,80000,20,T.I.,-4.46400785446167,Michael Tippett,-2.9356753826141357,False
Live Your Life,composer,high,90000,23,T.I.,-4.719075679779053,Michael Tippett,-2.4064526557922363,False
Live Your Life,composer,high,100000,28,T.I.,-4.455533504486084,Michael Tippett,-2.38263201713562,False
Live Your Life,composer,high,109672,32,T.I.,-4.700093746185303,Michael Tippett,-2.66951060295105,False
The Wrestler,director,high,0,0,Darren Aronofsky,-11.474037170410156,Timo Rose,-11.457268714904785,False
The Wrestler,director,high,10000,9,Darren Aronofsky,-3.6826229095458984,Errol Morris,-5.613706588745117,True
The Wrestler,director,high,20000,20,Darren Aronofsky,-5.2854509353637695,Errol Morris,-5.296522617340088,True
The Wrestler,director,high,30000,26,Darren Aronofsky,-3.043942451477051,Errol Morris,-4.205160617828369,True
The Wrestler,director,high,40000,37,Darren Aronofsky,-3.3622169494628906,Errol Morris,-5.079729080200195,True
The Wrestler,director,high,50000,50,Darren Aronofsky,-3.3827152252197266,Errol Morris,-4.537757873535156,True
The Wrestler,director,high,60000,61,Darren Aronofsky,-3.5100274085998535,Errol Morris,-4.159692287445068,True
The Wrestler,director,high,70000,71,Darren Aronofsky,-2.620974063873291,Errol Morris,-4.80981969833374,True
The Wrestler,director,high,80000,81,Darren Aronofsky,-3.032907724380493,Errol Morris,-3.9829769134521484,True
The Wrestler,director,high,90000,90,Darren Aronofsky,-2.7669615745544434,Errol Morris,-4.253857135772705,True
The Wrestler,director,high,100000,95,Darren Aronofsky,-2.627525568008423,Errol Morris,-4.385077953338623,True
The Wrestler,director,high,109672,105,Darren Aronofsky,-2.7810566425323486,Errol Morris,-4.740525722503662,True
Vision,father,high,0,0,Ultron,-11.468721389770508,Malcolm Kerr,-10.445060729980469,False
Vision,father,high,10000,27,Ultron,-7.621639251708984,Lou Holtz,-6.163264751434326,False
Vision,father,high,20000,64,Ultron,-6.853337287902832,Lou Holtz,-7.0514655113220215,True
Vision,father,high,30000,101,Ultron,-6.991588592529297,Lou Holtz,-4.884934902191162,False
Vision,father,high,40000,130,Ultron,-7.851280212402344,Lou Holtz,-6.50609827041626,False
Vision,father,high,50000,162,Ultron,-6.529376029968262,Lou Holtz,-5.375019073486328,False
Vision,father,high,60000,194,Ultron,-7.946866989135742,Lou Holtz,-4.777442932128906,False
Vision,father,high,70000,241,Ultron,-7.480700969696045,Lou Holtz,-5.116117000579834,False
Vision,father,high,80000,271,Ultron,-7.5821123123168945,Lou Holtz,-4.792937755584717,False
Vision,father,high,90000,296,Ultron,-7.748022079467773,Lou Holtz,-4.835508823394775,False
Vision,father,high,100000,331,Ultron,-7.62946891784668,Lou Holtz,-4.792690277099609,False
Vision,father,high,109672,370,Ultron,-7.837630271911621,Lou Holtz,-4.992233753204346,False
The Kid,screenwriter,high,0,0,Charlie Chaplin,-11.6892671585083,Sandra Goldbacher,-11.533859252929688,False
The Kid,screenwriter,high,10000,6,Charlie Chaplin,-4.748417854309082,Michael Petroni,-5.402295112609863,True
The Kid,screenwriter,high,20000,12,Charlie Chaplin,-4.627978801727295,Michael Petroni,-5.822542667388916,True
The Kid,screenwriter,high,30000,17,Charlie Chaplin,-2.9887068271636963,Michael Petroni,-5.6005330085754395,True
The Kid,screenwriter,high,40000,24,Charlie Chaplin,-4.339009761810303,Michael Petroni,-5.536989212036133,True
The Kid,screenwriter,high,50000,27,Charlie Chaplin,-3.471555471420288,Michael Petroni,-4.004446506500244,True
The Kid,screenwriter,high,60000,31,Charlie Chaplin,-2.8933522701263428,Michael Petroni,-4.266140937805176,True
The Kid,screenwriter,high,70000,40,Charlie Chaplin,-3.6085212230682373,Michael Petroni,-4.548689842224121,True
The Kid,screenwriter,high,80000,50,Charlie Chaplin,-3.432624578475952,Michael Petroni,-3.876849412918091,True
The Kid,screenwriter,high,90000,58,Charlie Chaplin,-3.324481725692749,Michael Petroni,-4.787055969238281,True
The Kid,screenwriter,high,100000,66,Charlie Chaplin,-3.0375359058380127,Michael Petroni,-3.8367862701416016,True
The Kid,screenwriter,high,109672,74,Charlie Chaplin,-3.1637954711914062,Michael Petroni,-4.1166157722473145,True
Another Year,composer,high,0,0,Gary Yershon,-11.429773330688477,Marc Shaiman,-11.459548950195312,True
Another Year,composer,high,10000,1,Gary Yershon,-6.687141418457031,Marc Shaiman,-5.02364444732666,False
Another Year,composer,high,20000,5,Gary Yershon,-5.996659278869629,Marc Shaiman,-5.020229339599609,False
Another Year,composer,high,30000,7,Gary Yershon,-7.122799873352051,Marc Shaiman,-4.120306015014648,False
Another Year,composer,high,40000,7,Gary Yershon,-6.507816314697266,Marc Shaiman,-4.283897399902344,False
Another Year,composer,high,50000,11,Gary Yershon,-6.4458160400390625,Marc Shaiman,-3.6981801986694336,False
Another Year,composer,high,60000,12,Gary Yershon,-6.441906929016113,Marc Shaiman,-3.8489701747894287,False
Another Year,composer,high,70000,14,Gary Yershon,-7.16980504989624,Marc Shaiman,-3.147641181945801,False
Another Year,composer,high,80000,16,Gary Yershon,-6.97864294052124,Marc Shaiman,-3.326141834259033,False
Another Year,composer,high,90000,20,Gary Yershon,-6.713074207305908,Marc Shaiman,-3.367737054824829,False
Another Year,composer,high,100000,24,Gary Yershon,-6.715799808502197,Marc Shaiman,-3.0250296592712402,False
Another Year,composer,high,109672,31,Gary Yershon,-7.33784818649292,Marc Shaiman,-3.062067985534668,False
Flesh,producer,high,0,0,Andy Warhol,-11.419300079345703,Timur Bekmambetov,-11.681166648864746,True
Flesh,producer,high,10000,3,Andy Warhol,-3.7964699268341064,Timur Bekmambetov,-5.999764442443848,True
Flesh,producer,high,20000,7,Andy Warhol,-3.5803184509277344,Timur Bekmambetov,-4.082207679748535,True
Flesh,producer,high,30000,9,Andy Warhol,-3.498128652572632,Timur Bekmambetov,-3.591012477874756,True
Flesh,producer,high,40000,11,Andy Warhol,-2.9322452545166016,Timur Bekmambetov,-3.564249038696289,True
Flesh,producer,high,50000,12,Andy Warhol,-3.428753137588501,Timur Bekmambetov,-2.9509427547454834,False
Flesh,producer,high,60000,15,Andy Warhol,-3.941401481628418,Timur Bekmambetov,-3.409900188446045,False
Flesh,producer,high,70000,16,Andy Warhol,-3.363502264022827,Timur Bekmambetov,-3.1948280334472656,False
Flesh,producer,high,80000,17,Andy Warhol,-3.573545455932617,Timur Bekmambetov,-2.4422078132629395,False
Flesh,producer,high,90000,20,Andy Warhol,-4.257323741912842,Timur Bekmambetov,-2.4437787532806396,False
Flesh,producer,high,100000,25,Andy Warhol,-3.8105392456054688,Timur Bekmambetov,-2.0641276836395264,False
Flesh,producer,high,109672,25,Andy Warhol,-3.7642879486083984,Timur Bekmambetov,-2.700627565383911,False
Cookie's Fortune,producer,high,0,0,Robert Altman,-11.759278297424316,Chris Meledandri,-11.539379119873047,False
Cookie's Fortune,producer,high,10000,2,Robert Altman,-4.0107340812683105,Farhan Akhtar,-5.004040241241455,True
Cookie's Fortune,producer,high,20000,2,Robert Altman,-4.002176761627197,Farhan Akhtar,-5.357510566711426,True
Cookie's Fortune,producer,high,30000,6,Robert Altman,-4.284835338592529,Farhan Akhtar,-3.6706032752990723,False
Cookie's Fortune,producer,high,40000,9,Robert Altman,-3.3848965167999268,Farhan Akhtar,-3.8122947216033936,True
Cookie's Fortune,producer,high,50000,11,Robert Altman,-3.632922410964966,Farhan Akhtar,-3.6602587699890137,True
Cookie's Fortune,producer,high,60000,13,Robert Altman,-3.8272860050201416,Farhan Akhtar,-3.6152923107147217,False
Cookie's Fortune,producer,high,70000,13,Robert Altman,-3.924375295639038,Farhan Akhtar,-3.840979814529419,False
Cookie's Fortune,producer,high,80000,14,Robert Altman,-3.6252176761627197,Farhan Akhtar,-3.6078202724456787,False
Cookie's Fortune,producer,high,90000,16,Robert Altman,-3.789231538772583,Farhan Akhtar,-4.013948917388916,True
Cookie's Fortune,producer,high,100000,21,Robert Altman,-3.9499480724334717,Farhan Akhtar,-3.7616159915924072,False
Cookie's Fortune,producer,high,109672,23,Robert Altman,-4.057460784912109,Farhan Akhtar,-3.507863759994507,False
Elizabeth,capital of,high,0,1,Province of New Jersey,-12.315478324890137,Odense Municipality,-11.845165252685547,False
Elizabeth,capital of,high,10000,126,Province of New Jersey,-4.614602088928223,Odense Municipality,-4.466226100921631,False
Elizabeth,capital of,high,20000,246,Province of New Jersey,-4.469754219055176,Odense Municipality,-3.5820693969726562,False
Elizabeth,capital of,high,30000,354,Province of New Jersey,-4.877258777618408,Odense Municipality,-4.1115593910217285,False
Elizabeth,capital of,high,40000,493,Province of New Jersey,-4.533416271209717,Odense Municipality,-4.785236358642578,True
Elizabeth,capital of,high,50000,612,Province of New Jersey,-4.6650309562683105,Odense Municipality,-4.961960315704346,True
Elizabeth,capital of,high,60000,726,Province of New Jersey,-4.256063461303711,Odense Municipality,-3.5925869941711426,False
Elizabeth,capital of,high,70000,829,Province of New Jersey,-4.214820861816406,Odense Municipality,-4.27396821975708,True
Elizabeth,capital of,high,80000,954,Province of New Jersey,-4.5275373458862305,Odense Municipality,-4.315313339233398,False
Elizabeth,capital of,high,90000,1070,Province of New Jersey,-4.380460739135742,Odense Municipality,-4.4391045570373535,True
Elizabeth,capital of,high,100000,1186,Province of New Jersey,-4.488264083862305,Odense Municipality,-5.151659965515137,True
Elizabeth,capital of,high,109672,1279,Province of New Jersey,-4.8373613357543945,Odense Municipality,-5.471314907073975,True
Azhagi,screenwriter,high,0,0,Thangar Bachan,-11.420343399047852,John Landis,-11.355143547058105,False
Azhagi,screenwriter,high,10000,0,Thangar Bachan,-5.783662796020508,John Keel,-5.679078578948975,False
Azhagi,screenwriter,high,20000,0,Thangar Bachan,-5.948502540588379,John Landis,-6.4558491706848145,True
Azhagi,screenwriter,high,30000,2,Thangar Bachan,-5.363284111022949,John Landis,-5.470366954803467,True
Azhagi,screenwriter,high,40000,5,Thangar Bachan,-5.822007656097412,John Landis,-5.774916172027588,False
Azhagi,screenwriter,high,50000,12,Thangar Bachan,-4.95238733291626,John Landis,-5.217212677001953,True
Azhagi,screenwriter,high,60000,13,Thangar Bachan,-5.550372123718262,John Landis,-5.147554397583008,False
Azhagi,screenwriter,high,70000,16,Thangar Bachan,-5.0645856857299805,John Landis,-5.217983722686768,True
Azhagi,screenwriter,high,80000,18,Thangar Bachan,-5.333470821380615,John Landis,-5.42397928237915,True
Azhagi,screenwriter,high,90000,21,Thangar Bachan,-4.548800945281982,John Landis,-5.834468841552734,True
Azhagi,screenwriter,high,100000,22,Thangar Bachan,-4.064352989196777,John Landis,-4.908223628997803,True
Azhagi,screenwriter,high,109672,25,Thangar Bachan,-3.7353675365448,John Landis,-5.107162952423096,True
This Love,composer,high,0,0,Jesse Carmichael,-11.588358879089355,Galt MacDermot,-11.594923973083496,True
This Love,composer,high,10000,8,Jesse Carmichael,-5.783597469329834,Galt MacDermot,-5.224447727203369,False
This Love,composer,high,20000,10,Jesse Carmichael,-6.550227642059326,Galt MacDermot,-4.808079242706299,False
This Love,composer,high,30000,12,Jesse Carmichael,-7.3476881980896,Galt MacDermot,-4.673205852508545,False
This Love,composer,high,40000,16,Jesse Carmichael,-6.396633148193359,Galt MacDermot,-4.636294841766357,False
This Love,composer,high,50000,21,Jesse Carmichael,-6.35912561416626,Galt MacDermot,-3.6495397090911865,False
This Love,composer,high,60000,27,Jesse Carmichael,-6.695756435394287,Galt MacDermot,-4.024348258972168,False
This Love,composer,high,70000,32,Jesse Carmichael,-6.539867877960205,Galt MacDermot,-4.2081804275512695,False
This Love,composer,high,80000,35,Jesse Carmichael,-6.728036403656006,Galt MacDermot,-2.88968563079834,False
This Love,composer,high,90000,36,Jesse Carmichael,-6.699927806854248,Galt MacDermot,-3.776979684829712,False
This Love,composer,high,100000,40,Jesse Carmichael,-6.693321228027344,Galt MacDermot,-3.119849920272827,False
This Love,composer,high,109672,42,Jesse Carmichael,-7.064799785614014,Galt MacDermot,-2.972715377807617,False
Ray,producer,high,0,0,Taylor Hackford,-11.226601600646973,John Grisham,-11.498537063598633,True
Ray,producer,high,10000,9,Taylor Hackford,-6.278621673583984,John Grisham,-3.7550525665283203,False
Ray,producer,high,20000,21,Taylor Hackford,-6.095317363739014,John Grisham,-4.305478572845459,False
Ray,producer,high,30000,31,Taylor Hackford,-5.8714599609375,John Grisham,-3.2164175510406494,False
Ray,producer,high,40000,38,Taylor Hackford,-6.252481937408447,John Grisham,-3.2119126319885254,False
Ray,producer,high,50000,45,Taylor Hackford,-6.83617639541626,John Grisham,-3.6168131828308105,False
Ray,producer,high,60000,57,Taylor Hackford,-6.236976623535156,John Grisham,-3.043858051300049,False
Ray,producer,high,70000,68,Taylor Hackford,-7.037646770477295,John Grisham,-3.946040153503418,False
Ray,producer,high,80000,77,Taylor Hackford,-5.481579303741455,John Grisham,-3.519559144973755,False
Ray,producer,high,90000,85,Taylor Hackford,-5.609564304351807,John Grisham,-3.5988717079162598,False
Ray,producer,high,100000,93,Taylor Hackford,-5.291993618011475,John Grisham,-3.197692632675171,False
Ray,producer,high,109672,102,Taylor Hackford,-5.3683552742004395,John Grisham,-3.505546808242798,False
Hippolyte Flandrin,genre,high,0,0,history painting,-11.504692077636719,melodic death metal,-11.661846160888672,True
Hippolyte Flandrin,genre,high,10000,3,history painting,-6.8604326248168945,melodic death metal,-4.099584579467773,False
Hippolyte Flandrin,genre,high,20000,7,history painting,-8.021049499511719,melodic death metal,-3.7273402214050293,False
Hippolyte Flandrin,genre,high,30000,15,history painting,-6.433075428009033,melodic death metal,-3.406555652618408,False
Hippolyte Flandrin,genre,high,40000,24,history painting,-6.523902893066406,melodic death metal,-4.030604839324951,False
Hippolyte Flandrin,genre,high,50000,33,history painting,-7.781160354614258,melodic death metal,-4.133127212524414,False
Hippolyte Flandrin,genre,high,60000,40,history painting,-6.172373294830322,melodic death metal,-4.522329807281494,False
Hippolyte Flandrin,genre,high,70000,43,history painting,-7.506626129150391,melodic death metal,-3.172673225402832,False
Hippolyte Flandrin,genre,high,80000,47,history painting,-6.880917072296143,melodic death metal,-4.182542324066162,False
Hippolyte Flandrin,genre,high,90000,53,history painting,-5.767884731292725,melodic death metal,-3.841960906982422,False
Hippolyte Flandrin,genre,high,100000,57,history painting,-6.6675872802734375,melodic death metal,-3.8290717601776123,False
Hippolyte Flandrin,genre,high,109672,63,history painting,-6.183520793914795,melodic death metal,-4.246062278747559,False
The Others,genre,high,0,0,horror film,-12.204377174377441,essay,-11.039461135864258,False
The Others,genre,high,10000,9,horror film,-6.958110809326172,experimental film,-6.561627388000488,False
The Others,genre,high,20000,17,horror film,-6.313389778137207,experimental film,-7.063113212585449,True
The Others,genre,high,30000,23,horror film,-6.548306465148926,experimental film,-6.153261661529541,False
The Others,genre,high,40000,28,horror film,-5.5110907554626465,experimental film,-5.728702545166016,True
The Others,genre,high,50000,36,horror film,-5.117711067199707,experimental film,-6.088506698608398,True
The Others,genre,high,60000,40,horror film,-5.730607032775879,experimental film,-6.629538059234619,True
The Others,genre,high,70000,44,horror film,-6.113279819488525,experimental film,-7.226497173309326,True
The Others,genre,high,80000,49,horror film,-6.09561824798584,experimental film,-6.700346946716309,True
The Others,genre,high,90000,58,horror film,-5.726955890655518,experimental film,-6.365137577056885,True
The Others,genre,high,100000,61,horror film,-6.483601093292236,experimental film,-7.289226055145264,True
The Others,genre,high,109672,67,horror film,-5.439740180969238,experimental film,-6.405247688293457,True
